"Client Name","ID","Description","Assigned User","Assigned To","Date Created","Date Modified","Created By","Modified By","Deleted","primary contact (related  ID)","Client Type","City","Address Line 1","Address Line 2","Postal Code","Province","Phone","Fax","no_employees","Website","ddd","Client Type","Legal Form of Business","Number of Employees","Industry Sector","Years in Business","Organization Type","Goverment","Country","Email","Extension","NAICS Code","Modified By Name","modified_by_name_owner","modified_by_name_mod","Created By","created_by_name_owner","created_by_name_mod","assigned_user_name_owner","assigned_user_name_mod","Primary Contact"
"Wynndel Lumber","b98ba2cd-1748-2b63-8609-537cffb7ce38","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Wynndel","1140 Winlaw Rd, RR 1 Wynndel, BC V0B 2N1","","V0B 2N1","B.C.","877-898-5266","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Pass Creek B&B","ba354427-ac3b-e330-a094-537cfffb1385","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Castlegar","2402 Upper Gibson Road, Castlegar BC V1N 4S7","","V1N 4S7","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"David Nixon Studio","bb19d1e4-2a86-d8a3-7b46-537cffd97030","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nakusp","Hwy 6, Nakusp, B.C. V0G 1R0","","V0G 1R0","B.C.","250-265-4973","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Mountain Valley Farms","bd5e3b88-9a9c-fe5c-6de8-537cff6c59e5","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nakusp","1209 Hwy 6, Nakusp, B.C. V0G 1R1","","V0G 1R1","B.C.","250-265-8265","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Food Action Coalition","bec6f49e-ebe1-6b26-c58d-537cff228bf4","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Creston","PO Box 1978, Creston, BC, Canada, V0B 1G0","","V0B 1G0","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Teeks Enterprise Corporation","bee39f7d-7a0a-2f8d-168e-537cff4e513f","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Christina Lake","1966 Tambellini Rd Christina Lake V0H 1E2","","V0H 1E2","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Kalesnikoff Lumber Corporation Ltd.","c1faa518-a7d2-5a46-1819-537cff4070a4","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Thrums","P.O. Box 3000 Thrums, BC V1N 3L8","","V1N 3L8","B.C.","250-505-6136","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","grant@gmkf.ca","","","admin","","Users","admin","","Users","","Users",""
"Hall Printing","c2b295d4-baa5-4dc2-1ebb-537cff445d3c","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Trail","815 Victoria St. Trail, BC V1R 3T3","","V1R 3T3","B.C.","250-364-2300","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Baillie-Grohman Wineries","c459dfab-d64a-28b5-ea5c-537cff3c8517","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Creston","1140 27th Ave South, Creston, BC, V0B 1G1","","V0B 1G1","B.C.","1-250-428-87","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Mary Searchfield Consulting","c5694401-7142-6e7d-09eb-537cffd8ac03","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nelson","619 Wasson St., Nelson, BC, V1L3G5","","V1L 3G5","B.C.","250-354-4231","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Christina Gateway Community Development Association","c789f59a-4e24-bae1-1894-537cff90a779","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Christina Lake","1675 Highway 3, Christina Lake","","","B.C.","250-447-6161","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","coordinator@gmail.com","","","admin","","Users","admin","","Users","","Users",""
"Shon's Bikes","c7e899c7-35b7-a4dc-998d-537cffaf8767","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nakusp","94 4th Ave, Nakusp B.C. V0G 1R0","","V0G 1R0","B.C.","250-265-8707","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Gateway Inn","c8ee0bfc-0973-7881-f3d2-537cfff7842a","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Revelstoke","1500 1st St. W., Revelstoke, BC V0E 2S0","","V0E 2S0","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","refdspa@telus.net","","","admin","","Users","admin","","Users","","Users",""
"XL Quality","ca25eb1a-ce83-f6b4-043f-537cff4145ee","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Trail","15 Park Rd Trail BC V1R 4X7","","V1R 4X7","B.C.","250-367-6577","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Performance Fitness","cacf8aa2-3d4c-a3f0-db24-537cff421bd2","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Trail","1102 Birch AvenueTrail, BC V1R 4K5","","V1R 4K5","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","pfgym@telus.net","","","admin","","Users","admin","","Users","","Users",""
"Wanaskawan Beads","caddd5fb-d8f9-8334-c9f3-537cff372416","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nakusp","Box 594, Nakusp, B.C. V0G 1R0","","V0G 1R0","B.C.","250-265-4359","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Davis Design Incorp.","cb759fcb-89d6-ce2f-20dd-537cffd24ce9","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","","","","","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Nakusp Public Library","cdbb0ea9-b3dc-1c1c-7a0f-537cfffccf04","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nakusp","92 6th Ave. NW, Nakusp V0G 1R0","","V0G 1R0","B.C.","250-265-3363","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"TOXCO","cea007ad-3dbf-a895-90c9-537cffa6ed20","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Fruitvale","9384 Old Waneta Rd. Fruitvale, BC V0G 1L0","","V0G 1L0","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Free Spirit Sports","cee43399-d871-a227-b66a-537cff803543","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Revelstoke","203 W 1st Street, Revelstoke","","","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"The Cabin","cf7dc593-45bb-58db-99b2-537cff928ab5","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Revelstoke","200 1st St. E., Revelstoke, BV V0E 2S0","","V0E 2S0","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","info@cometothecabin.com","","","admin","","Users","admin","","Users","","Users",""
"Kettle Valley Waste","d2d36835-f997-9ac6-ec4a-537cff9cfc14","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Christina Lake","2065 Haaglund Rd Christina Lake","","","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Hamling Lakes Contracting","d30e520d-faf3-4373-7129-537cffee9373","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nakusp","94 - 1st Ave SW, Nakusp V0G 1R0","","V0G 1R0","B.C.","250-265-3322","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Bartlett Excavating","d4b58ab5-d830-f593-3938-537cff5fd310","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Christina Lake","1846 Highway 3, Christina Lake","","","B.C.","250-447-9389","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","info@bartlettexcavating.com","","","admin","","Users","admin","","Users","","Users",""
"Masse Environmental Consultants","d5c504ee-1666-2ac7-a3d1-537cff613580","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nelson","812 Vernon Street, Nelson","","","B.C.","250-505-3790","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","sylvie@masseenvironmental.com","","","admin","","Users","admin","","Users","","Users",""
"Christina Lake Golf Club","d82428c2-ead9-1048-43a2-537cffaf0196","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Christina Lake","box 611 Christina Lake V0H 1E9","","V0H 1E9","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Pine Profiles Inc.","db2b4709-579a-3c2e-ccc3-537cff0c70a3","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Creston","515 Davis Drive, Creston","","","B.C.","250-428-0178","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","info@pineprofiles.net","","","admin","","Users","admin","","Users","","Users",""
"Warehouse Pizza","db398a53-5f29-a5cc-4904-537cff7ae175","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Creston","1335 Northwest Blvd RR 6, Creston, BC V0BÂ 1G6","","V0BÂ 1G6","B.C.","250-428-0069","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"DBS Energy","dc4e53ca-c3f3-5d43-9e3e-537cff468bf9","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Trail","1490 Cedar Ave. Trail, BC V1R 4C4","","V1R 4C4","B.C.","250-364-9905","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Skimmerhorn Winery","dc6aedf2-4c9c-90b4-8a5b-537cffff1dac","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Creston","1218- 27th ave S, Creston, BC, V0G 1G1","","V0G 1G1","B.C.","1-250-428-87","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","wine@skimmerhorn.ca","","","admin","","Users","admin","","Users","","Users",""
"From The Hearth Bakery","df7e725f-a4b9-290e-84e1-537cff3214ab","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Christina Lake","6 Johnson Road, Christina Lake","","","B.C.","250-447-6195","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","fthbakery@shaw.ca","","","admin","","Users","admin","","Users","","Users",""
"The Music Store","dfd98c5b-34bb-7bf1-47e2-537cfff0f0c0","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nelson","580 Baker St. Nelson, BC","","","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Nakusp & Area Community Forest","e009b81d-5857-a842-35e3-537cffff201e","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nakusp","Box 925, Nakusp, BC, V0G1R0","","V0G 1R0","B.C.","250-265-3656","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","f.swan@truenorthforestry.com","","","admin","","Users","admin","","Users","","Users",""
"King Creek Farm","e2f0ac4d-77fb-1c5a-fe43-537cffae4942","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Creston","732 Wilson Road, Creston","","","B.C.","250-977-5362","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","comer.jen@gmail.com","","","admin","","Users","admin","","Users","","Users",""
"Harvest Share","e3a89bdf-d4e2-d32b-667d-537cffa021e3","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Creston","121 Northwest Blvd. Creston BC, V0B 1G0","","V0B 1G0","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Battersby Plumbing","e54fc565-19d1-5b9f-4583-537cff34c1a9","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Revelstoke","520 W 2nd Street, Revelstoke, BC V0E 2S0","","V0E 2S0","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Matthes Building Design","e65f4329-e534-1154-5dae-537cffa5ea67","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","","","","","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Christina Lake Marina","e8be64da-6fcf-2ab6-9368-537cff8dedd8","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Christina Lake","173 Larson Road, Christina Lake","","","B.C.","250-447-6122","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","info@christinalakemarina.com","","","admin","","Users","admin","","Users","","Users",""
"Pinnacle Ecological Services","ebc57295-8a3c-2187-8760-537cff6511ea","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","","Pinnacle Econological Services","","","B.C.","250-203-2730","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Webber's Mountainside Cherries","ec50c9e6-00b0-b897-297f-537cff1245ee","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Wynndel","5238 Bossio Rd Wynndel, BC, V0B 2N1","","V0B 2N1","B.C.","250-866-5573","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Design Nine","ecaa0c16-b60e-6180-b2ba-537cff91a709","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","","","","","B.C.","250-354-3959","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"SNT Engineering","ecc6a044-fe3f-7929-03e3-537cff59dcf1","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nelson","3 - 385 Baker St. Nelson, BC","","","B.C.","","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Galenatech Consulting","f018aa59-841e-f180-61d6-537cff766272","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Fauquier","Fauquier, B.C. V0G 1K0","","V0G 1K0","B.C.","250-269-7585","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Touchstone GIS Services Inc.","f073c657-d0b5-85de-13fd-537cffe29f1b","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nelson","310 6th Street, Nelson","","","B.C.","250-505-5284","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","k_mcguinness@touchstonegis.com","","","admin","","Users","admin","","Users","","Users",""
"Nakusp Chamber of Commerce","f0a3fc91-95fa-4a4a-d318-537cff3ebbd9","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nakusp","92-6th Ave. NW Nakusp BC V0G 1R0","","V0G 1R0","B.C.","250-265-4234","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"sdfgsfg","f25baf31-b8eb-f9a8-dc09-537cccfc2667","","","","05/21/2014 08:54 am","05/21/2014 11:42 am","1","1","0","46c91376-be8c-e435-4a7e-5378be0b2fe3","business_research_support","","","","","","","","1","http://","","company","corporation","1","agriculture_fish_wildlife","0","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Kodiak Measurement Services Inc.","f38aee49-5843-4f13-9d5d-537cffcb8324","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nelson","PO Box 192, Nelson, BC V1L 5P9","","V1L 5P9","B.C.","250-354-0330","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
"Helen Lutz Consulting","f40454f6-e250-6fb8-5312-537cff500daa","","admin","1","05/21/2014 12:33 pm","05/21/2014 12:33 pm","1","1","0","","business_research_support","Nelson","604 Wasson St, Nelson, BC V1L 3G5","","V1L 3G5","B.C.","250-352-6654","","1","","","company","corporation","1","agriculture_fish_wildlife","","for_profit_organization_private","federal","Canada","","","","admin","","Users","admin","","Users","","Users",""
